# lon,lat decimated Natural Earth 110m coastline (public domain)
-67.624,-67.719
-67.252,-66.876
-66.703,-66.582
-66.057,-66.21
-65.371,-65.896
-64.568,-65.603
-64.177,-65.171
-63.628,-64.897
-63.001,-64.642
-62.042,-64.584
-61.415,-64.27
-60.71,-64.074
-59.887,-63.957
-59.163,-63.702
-58.595,-63.388
-57.811,-63.271
-57.224,-63.525
-58.614,-64.152
-59.789,-64.211
-60.612,-64.309
-61.297,-64.544
-62.022,-64.799
-62.512,-65.093
-62.59,-65.857
-62.12,-66.19
-62.806,-66.426
-63.746,-66.504
-64.294,-66.837
-64.882,-67.15
-65.508,-67.582
-65.313,-68.365
-64.784,-68.679
-63.961,-68.914
-63.197,-69.228
-62.786,-69.619
-62.277,-70.384
-61.807,-70.717
-61.376,-72.01
-61.004,-72.774
-60.827,-73.695
-61.376,-74.107
-61.963,-74.44
-63.295,-74.577
-63.746,-74.93
-64.353,-75.263
-65.861,-75.635
-67.193,-75.792
-68.446,-76.007
-69.798,-76.223
-70.601,-76.634
-72.207,-76.674
-73.97,-76.634
-75.556,-76.713
-77.24,-76.713
-75.399,-77.281
-74.283,-77.555
-73.656,-77.908
-74.773,-78.222
-76.496,-78.124
-77.926,-78.378
-78.024,-79.182
-76.849,-79.515
-75.36,-80.26
-73.245,-80.416
-71.443,-80.691
-70.013,-81.004
-68.192,-81.318
-65.704,-81.474
-63.256,-81.749
-61.552,-82.043
-59.691,-82.376
-58.712,-82.846
-58.222,-83.218
-57.008,-82.866
-55.363,-82.572
-53.62,-82.258
-51.544,-82.004
-49.761,-81.729
-47.274,-81.71
-44.826,-81.847
-42.808,-82.082
-42.162,-81.651
-40.771,-81.357
-38.245,-81.337
-36.267,-81.122
-34.386,-80.906
-32.31,-80.769
-30.097,-80.593
-28.55,-80.338
-29.255,-79.985
-29.686,-79.633
-31.625,-79.299
-33.681,-79.456
-35.64,-79.456
-35.777,-78.339
-33.897,-77.889
-32.212,-77.653
-30.998,-77.36
-29.784,-77.066
-28.883,-76.674
-27.512,-76.497
-26.16,-76.36
-25.475,-76.282
-23.928,-76.243
-22.459,-76.105
-21.225,-75.909
-20.01,-75.674
-18.914,-75.439
-17.523,-75.126
-16.642,-74.793
-15.701,-74.499
-16.465,-73.872
-16.113,-73.46
-15.447,-73.147
-14.409,-72.951
-13.312,-72.715
-12.294,-72.402
-11.51,-72.01
-11.02,-71.54
-10.296,-71.265
-9.101,-71.324
-8.611,-71.657
-7.417,-71.697
-6.868,-70.932
-5.791,-71.03
-4.342,-71.461
-3.049,-71.285
-1.795,-71.167
-0.659,-71.226
-0.229,-71.638
0.868,-71.305
1.887,-71.128
3.023,-70.991
4.139,-70.854
5.158,-70.619
6.274,-70.462
7.136,-70.247
7.743,-69.894
8.487,-70.149
9.525,-70.011
10.25,-70.482
10.818,-70.834
11.954,-70.638
12.404,-70.247
13.423,-69.972
14.735,-70.031
15.127,-70.403
15.949,-70.031
17.027,-69.913
18.202,-69.874
19.259,-69.894
20.376,-70.011
21.453,-70.07
21.923,-70.403
22.569,-70.697
23.666,-70.521
24.841,-70.482
25.977,-70.482
27.094,-70.462
28.093,-70.325
29.15,-70.207
30.032,-69.933
30.972,-69.757
31.99,-69.659
32.754,-69.384
33.302,-68.836
33.87,-68.503
34.908,-68.659
36.162,-69.247
37.2,-69.169
37.905,-69.521
38.649,-69.776
39.668,-69.541
40.02,-69.11
40.921,-68.934
41.959,-68.601
42.939,-68.463
44.114,-68.267
44.897,-68.052
45.72,-67.817
46.503,-67.601
47.443,-67.719
48.344,-67.366
48.991,-67.092
49.931,-67.111
50.753,-66.876
51.792,-66.249
52.614,-66.053
53.613,-65.896
54.534,-65.818
55.415,-65.877
56.355,-65.975
57.158,-66.249
58.137,-67.013
58.745,-67.288
59.939,-67.405
60.605,-67.68
61.428,-67.954
62.387,-68.013
63.19,-67.817
64.052,-67.405
64.992,-67.621
65.972,-67.738
66.912,-67.856
67.891,-67.934
68.89,-67.934
69.713,-68.973
69.556,-69.678
68.596,-69.933
67.813,-70.305
69.066,-70.678
68.42,-71.442
67.95,-71.853
68.714,-72.167
69.869,-72.265
71.025,-72.088
71.573,-71.697
72.455,-71.011
73.081,-70.717
73.865,-69.874
75.628,-69.737
76.626,-69.619
77.645,-69.463
78.135,-69.071
79.114,-68.326
80.093,-68.072
80.935,-67.876
81.484,-67.542
82.776,-67.209
83.775,-67.307
84.676,-67.209
85.656,-67.092
86.752,-67.15
87.477,-66.876
87.986,-66.21
88.828,-66.955
89.671,-67.15
90.63,-67.229
91.59,-67.111
92.609,-67.19
93.549,-67.209
95.018,-67.17
95.781,-67.386
96.682,-67.249
97.76,-67.249
98.68,-67.111
99.718,-67.249
100.384,-66.915
100.893,-66.582
101.579,-66.308
102.832,-65.563
103.479,-65.7
104.243,-65.975
104.908,-66.328
106.182,-66.935
107.161,-66.955
108.081,-66.955
109.159,-66.837
110.236,-66.7
111.058,-66.426
111.744,-66.132
112.86,-66.092
113.605,-65.877
114.388,-66.073
114.897,-66.386
115.602,-66.7
116.699,-66.661
117.385,-66.915
118.579,-67.17
119.833,-67.268
120.871,-67.19
121.654,-66.876
122.32,-66.563
123.221,-66.484
124.122,-66.621
125.16,-66.719
126.1,-66.563
127.001,-66.563
127.883,-66.661
128.803,-66.759
129.704,-66.582
130.781,-66.426
131.8,-66.386
132.936,-66.386
133.856,-66.288
134.757,-66.21
135.032,-65.72
135.697,-65.583
136.207,-66.445
137.46,-66.955
138.596,-66.896
139.908,-66.876
140.809,-66.817
142.122,-66.817
143.062,-66.798
144.374,-66.837
145.49,-66.915
146.196,-67.229
146.646,-67.895
147.723,-68.13
148.84,-68.385
150.132,-68.561
151.484,-68.718
152.502,-68.875
153.638,-68.895
154.285,-68.561
155.166,-68.836
155.93,-69.149
156.811,-69.384
158.026,-69.482
159.181,-69.6
159.671,-69.992
160.807,-70.227
161.57,-70.58
162.687,-70.736
163.842,-70.717
164.92,-70.776
166.114,-70.756
167.309,-70.834
168.426,-70.971
169.464,-71.207
170.502,-71.403
171.207,-71.697
170.56,-72.441
170.11,-72.892
169.287,-73.656
167.975,-73.813
167.387,-74.165
166.095,-74.381
165.644,-74.773
164.959,-75.145
164.234,-75.459
163.823,-75.87
163.47,-76.693
164.058,-77.457
164.743,-78.183
166.604,-78.32
166.996,-78.751
165.194,-78.907
163.666,-79.123
161.766,-79.162
160.924,-79.73
160.317,-80.573
159.788,-80.945
161.12,-81.279
161.629,-81.69
162.491,-82.062
163.705,-82.395
165.096,-82.709
166.604,-83.022
168.896,-83.336
169.405,-83.826
172.284,-84.041
173.224,-84.414
175.986,-84.159
178.277,-84.473
180,-84.713
-180,68.964
-177.55,68.2
-174.928,67.206
-174.34,66.336
-174.572,67.062
-171.857,66.913
-169.9,65.977
-170.891,65.541
-172.53,65.438
-172.555,64.461
-173.892,64.283
-174.654,64.631
-175.984,64.923
-177.223,65.52
-178.36,65.391
-178.903,65.74
-179.884,65.875
-179.433,65.404
-180,64.98
-180,71.516
-179.024,71.556
-177.578,71.269
-178.694,70.893
-180,70.832
180,70.832
178.903,70.781
180,71.516
180,-16.555
179.364,-16.801
178.725,-17.012
179.097,-16.434
180,-16.067
-61.2,-51.85
-60,-51.25
-59.15,-51.5
-58.55,-51.1
-57.75,-51.55
-59.4,-52.2
-59.85,-51.85
-60.7,-52.3
-61.2,-51.85
68.935,-48.625
69.58,-48.94
70.525,-49.065
70.28,-49.71
68.745,-49.775
68.868,-48.83
178.126,-17.505
178.553,-18.151
177.933,-18.288
177.285,-17.725
178.126,-17.505
-61.68,10.76
-60.895,10.855
-60.935,10.11
-61.77,10
-61.68,10.76
-155.402,20.08
-154.807,19.509
-155.542,19.083
-156.073,19.703
-155.861,20.267
-155.996,20.764
-156.702,20.864
-155.996,20.764
-156.758,21.177
-158.025,21.717
-157.653,21.322
-158.254,21.539
-159.366,22.215
-78.191,25.21
-77.54,24.34
-77.78,23.71
-78.034,24.286
-78.191,25.21
-78.98,26.79
-77.85,26.84
-78.91,26.42
-77.79,27.04
-77,26.59
-77.173,25.879
-77.34,26.53
-77.788,26.925
-64.015,47.036
-63.664,46.55
-62.939,46.416
-62.012,46.443
-62.504,46.033
-64.143,46.393
-64.015,47.036
46.682,44.609
47.676,45.641
48.645,45.806
49.101,46.399
50.034,46.609
51.192,47.049
52.042,46.805
53.043,46.853
53.221,46.235
53.041,45.259
52.167,45.408
51.317,45.246
51.279,44.515
50.306,44.61
50.891,44.031
51.342,43.133
52.501,42.792
52.446,42.027
52.815,41.135
52.917,41.868
53.722,42.123
54.008,41.551
54.737,40.951
53.858,40.631
52.915,40.877
52.694,40.034
53.101,39.291
53.881,38.952
53.736,37.906
53.922,37.199
52.264,36.7
50.842,36.873
50.148,37.375
49.2,37.583
48.883,38.32
49.223,39.049
49.569,40.176
50.393,40.257
49.619,40.573
49.11,41.282
48.584,41.809
47.493,42.987
47.591,43.66
46.682,44.609
-64.519,49.873
-62.858,49.706
-61.836,49.289
-63.589,49.401
-64.519,49.873
-80.315,62.086
-79.52,62.364
-79.658,61.633
-80.362,62.016
-83.994,62.453
-83.25,62.914
-81.877,62.905
-83.069,62.159
-83.994,62.453
-75.216,67.444
-75.866,67.149
-76.987,67.099
-76.812,68.149
-75.895,68.287
-75.115,68.01
-96.557,69.68
-95.648,69.108
-96.27,68.757
-97.617,69.06
-98.432,68.951
-99.797,69.4
-98.917,69.71
-98.218,70.144
-97.157,69.86
-96.557,69.68
-106.523,73.076
-105.402,72.673
-104.775,71.698
-104.465,70.993
-102.785,70.498
-100.981,70.024
-102.731,69.504
-102.093,69.12
-104.24,68.91
-105.96,69.18
-107.123,69.119
-109,68.78
-111.534,68.63
-113.313,68.536
-113.855,69.007
-115.22,69.28
-116.108,69.168
-117.34,69.96
-116.675,70.067
-115.131,70.237
-113.721,70.192
-112.416,70.366
-114.35,70.6
-116.487,70.52
-117.905,70.541
-118.432,70.909
-116.113,71.309
-117.656,71.295
-119.402,71.559
-118.563,72.308
-117.866,72.706
-115.189,73.315
-114.167,73.121
-114.666,72.653
-112.441,72.955
-111.05,72.45
-109.92,72.961
-109.007,72.633
-108.188,71.651
-107.686,72.065
-108.396,73.09
-107.516,73.236
-106.523,73.076
-79.776,72.803
-80.876,73.333
-80.353,73.76
-78.064,73.652
-76.34,73.103
-77.314,72.856
-78.392,72.877
-79.486,72.742
139.863,73.37
140.812,73.765
142.062,73.858
143.483,73.475
142.088,73.205
140.038,73.317
148.222,75.346
150.732,75.084
149.576,74.689
147.977,74.778
146.119,75.173
148.222,75.346
138.831,76.137
141.472,76.093
145.086,75.563
144.3,74.82
140.614,74.848
138.955,74.611
136.974,75.262
137.512,75.949
138.831,76.137
-98.577,76.589
-97.736,76.257
-98.16,75
-99.809,74.897
-100.884,75.057
-102.502,75.564
-102.566,76.337
-101.49,76.305
-99.983,76.646
-98.577,76.589
102.838,79.281
105.372,78.713
99.438,77.921
101.265,79.234
102.086,79.346
102.838,79.281
93.778,81.025
95.941,81.25
97.884,80.747
100.187,79.78
99.94,78.881
97.758,78.756
94.973,79.045
93.313,79.427
92.545,80.144
91.181,80.341
93.778,81.025
-96.016,80.602
-95.323,80.907
-94.298,80.977
-92.41,81.257
-91.133,80.723
-87.81,80.32
-87.02,79.66
-85.814,79.337
-87.188,79.039
-89.035,78.287
-90.804,78.215
-92.877,78.343
-93.951,78.751
-93.145,79.38
-94.974,79.372
-96.076,79.705
-96.71,80.158
-96.016,80.602
-91.587,81.894
-90.1,82.085
-88.932,82.118
-86.97,82.28
-85.5,82.652
-84.26,82.6
-83.18,82.32
-82.42,82.86
-81.1,83.02
-79.307,83.131
-76.25,83.172
-72.832,83.233
-70.666,83.17
-68.5,83.106
-65.827,83.028
-63.68,82.9
-61.85,82.629
-64.334,81.928
-66.753,81.725
-67.658,81.501
-65.48,81.507
-67.84,80.9
-69.47,80.617
-71.18,79.8
-73.243,79.634
-73.88,79.43
-76.908,79.323
-75.529,79.198
-76.22,79.019
-75.393,78.526
-76.344,78.183
-77.889,77.9
-78.363,77.509
-79.76,77.21
-77.911,77.022
-80.561,76.178
-83.174,76.454
-86.112,76.299
-87.6,76.42
-89.491,76.472
-87.767,77.178
-88.26,77.9
-84.976,77.539
-86.34,78.18
-87.962,78.372
-87.152,78.759
-85.379,78.997
-86.507,79.736
-86.932,80.251
-84.198,80.208
-83.409,80.1
-81.848,80.464
-84.1,80.58
-87.599,80.516
-89.367,80.856
-90.2,81.26
-91.368,81.553
-46.764,82.628
-43.406,83.225
-39.898,83.18
-38.622,83.549
-35.088,83.645
-27.1,83.52
-20.845,82.727
-22.692,82.342
-26.518,82.298
-31.9,82.2
-27.857,82.132
-24.844,81.787
-22.903,82.093
-22.072,81.734
-23.17,81.153
-20.624,81.525
-15.768,81.912
-12.77,81.719
-12.209,81.292
-16.285,80.58
-16.85,80.35
-20.046,80.177
-17.73,80.129
-18.9,79.4
-19.705,78.751
-19.674,77.639
-18.473,76.986
-20.035,76.944
-21.679,76.628
-19.834,76.098
-19.599,75.248
-20.668,75.156
-19.373,74.296
-21.594,74.224
-20.435,73.817
-22.172,73.31
-23.566,73.307
-22.313,72.629
-24.278,72.598
-24.793,72.33
-23.443,72.08
-22.133,71.469
-21.754,70.664
-23.536,70.471
-24.307,70.856
-25.543,71.431
-25.201,70.752
-26.363,70.226
-23.727,70.184
-22.349,70.129
-25.029,69.259
-27.747,68.47
-30.674,68.125
-31.777,68.121
-32.811,67.735
-34.202,66.68
-36.353,65.979
-38.375,65.692
-39.812,65.458
-40.669,64.84
-41.189,63.482
-42.819,62.682
-42.417,61.901
-42.866,61.074
-43.378,60.098
-44.788,60.037
-46.264,60.853
-48.263,60.858
-49.233,61.407
-49.9,62.383
-51.633,63.627
-52.14,64.278
-52.277,65.177
-53.662,66.1
-53.302,66.837
-53.969,67.189
-52.98,68.358
-51.475,68.73
-51.08,69.148
-50.871,69.929
-52.014,69.575
-53.456,69.284
-54.683,69.61
-54.359,70.821
-53.431,70.836
-51.39,70.57
-53.109,71.205
-54.004,71.547
-55,71.407
-55.835,71.654
-54.718,72.586
-55.326,72.959
-56.12,73.65
-57.324,74.71
-58.597,75.099
-61.269,76.102
-63.392,76.175
-66.064,76.135
-68.504,76.061
-69.665,76.38
-71.403,77.009
-68.777,77.323
-66.764,77.376
-71.043,77.636
-73.297,78.044
-69.373,78.914
-65.711,79.394
-65.324,79.758
-68.023,80.117
-67.151,80.516
-63.689,81.214
-62.234,81.321
-62.651,81.77
-60.282,82.034
-57.207,82.191
-54.134,82.2
-53.043,81.888
-50.391,82.439
-48.004,82.065
-46.6,81.986
-44.523,81.661
-46.901,82.2
-106.6,73.6
-105.26,73.64
-104.5,73.42
-105.38,72.76
-106.94,73.46
